file,question,answer,answer_start,answer_end
1345183.txt,14.30 – 16.30 น. มีรายละเอียดอย่างไร,Trading Session II ซื้อ-ขาย ช่วงบ่าย ตลาดเปิดซื้อขายช่วงบ่าย,640,699
1345181.txt,พัฒนาการของระบบการซื้อขายของตลาดหลักทรัพย์แห่งประเทศไทย เป็นอย่างไร,"*	30 เม.ย. 2518: ตลาดหลักทรัพย์แห่งประเทศไทยเปิดซื้อขายครั้งแรก โดยใช้ระบบการซื้อขายแบบประมูลอย่างเปิดเผยด้วยวิธีการเคาะกระดานในห้องค้าหลักทรัพย์
	*	31 พ.ค. 2534: ใช้ระบบ ASSET (Automatic System for the Stock Exchange of Thailand)
	*	ส.ค. 2551: ใช้ระบบ ARMS (Advanced Resilience Matching System)
	*	3 ก.ย. 2555: ใช้ระบบ SET CONNECT",108,438
1345177.txt,Warrant (ไทย) ส่งมอบ Physical อย่างไร,บริษัทออกหุ้นใหม่ (การออกหุ้นใหม่ ส่งผลให้เกิด Dilution effect ส่งผลลบต่อราคาหุ้น และ Warrant),1583,1676
1345160.txt,กองทุนรวมที่มีนโยบายขายคืนอัตโนมัติ แตกต่างจากนโยบายอื่นๆอย่างไร,"*	เมื่อมีการขายคืนอัตโนมัติ NAV per Unit จะไม่ลดลง แต่จำนวนหน่วยของผู้ลงทุนจะลดลง
		*	กองทุนไม่จำเป็นต้องมีกำไรหรือกำไรสะสม ก็สามารถขายคืนอัตโนมัติได้
		*	เงินที่ได้จากการขายคืนอัตโนมัติไม่ต้องชำระภาษี",5011,5211
1345191.txt,ตัวอย่างข้อมูลสถิติที่สำคัญของหลักทรัพย์ที่ถูกวิเคราะห์ มีอะไรบ้าง,"*	ธุรกิจพาณิชย์ ควรมีสถิติจำนวนสาขา, ยอดขายเฉลี่ยต่อสาขา
		*	ธุรกิจโรงแรม ควรมีแนวโน้มนักท่องเที่ยว, อัตราการเข้าพัก, รายได้ค่าเช่าเฉลี่ยต่อห้อง",1575,1718
1345173.txt,ตราสารหนี้ที่จ่ายดอกเบี้ยลอยตัว คืออะไร,ตราสารหนี้ที่ดอกเบี้ยสามารถปรับขึ้นลงได้ ตามอัตราดอกเบี้ยที่อ้างอิง,3374,3440
1345160.txt,กองทุนรวมตลาดเงิน (Money Market) คืออะไร,เป็นกองทุนที่เน้นลงทุนในตราสารหนี้ระยะสั้น และความน่าเชื่อถือสูง,12172,12235
1345177.txt,การได้มาของตราสารในครั้งแรกของ DW ได้มาอย่างไร,ได้จากผู้ออกด้วยวิธี Direct Listing (Direct Listing เป็นวิธีการซื้อขายโดยการนำ DW เข้าตลาดหลักทรัพย์ และซื้อขายในตลาดหลักทรัพย์ตั้งแต่ครั้งแรก (ไม่มีการจองซื้อก่อนเข้าตลาด)),2169,2341
1345177.txt,หากต้องการเก็งกำไรจากการซื้อจะขายเมื่อราคา Warrant เป็นอย่างไร,ปรับตัวสูงขึ้น,3004,3017
1345173.txt,ตราสารหนี้แบ่งตามวิธีจ่ายดอกเบี้ย มีอะไรบ้าง,"ตราสารหนี้ชนิดจ่ายดอกเบี้ยคงที่ (Fixed interest rate bond)
		ตราสารหนี้ชนิดจ่ายดอกเบี้ยลอยตัว (Floating interest rate bond)
		ตราสารหนี้ชนิดไม่จ่ายดอกเบี้ย (Zero Coupon Bond)",437,610
1345136.txt,กระบวนการซื้อขายในตลาดตราสารหนี้ มีอะไรบ้าง,"*	ผู้ลงทุนส่งคำสั่งซื้อ/ขาย ไปยังบริษัทหลักทรัพย์ (Broker)
		*	บริษัทหลักทรัพย์ส่งคำสั่งของผู้ลงทุน เข้าระบบของ TBX
		*	TBX จะยืนยันการจับคู่ให้กับบริษัทหลักทรัพย์ และส่งผลการจับคู่ไปยังสำนักงานหักบัญชี (TCH)
		*	สำนักงานหักบัญชีจะทำหน้าที่เป็นตัวแทนรับซื้อ/ขาย (Counter Party) ให้กับผู้ลงทุน แล้วจ่ายชำระราคา/ส่งมอบหลักทรัพย์ (จ่ายชำระราคา ให้กับผู้ขายตราสารหนี้ หรือ ส่งมอบหลักทรัพย์ให้ผู้ซื้อ) ไปยังบริษัทหลักทรัพย์
		*	บริษัทหลักทรัพย์จ่ายชำระราคา/ส่งมอบหลักทรัพย์ให้ผู้ลงทุน",466,944
1345150.txt,ปัจจัยสำคัญที่มีผลต่อมูลค่าของหุ้นมีอะไรบ้าง,"1.	มูลค่าสินทรัพย์สุทธิ เห็นได้ชัดจากการประเมินมูลค่าแบบ Asset Based Approach ที่มูลค่าสินทรัพย์สุทธิจะเป็นตัวกำหนดมูลค่าของหุ้น นอกจากนี้สินทรัพย์ (เช่น สินค้า, วัตถุดิบ, เครื่องจักร) ยังเป็นเครื่องมือในการสร้างรายได้ให้กิจการอีกด้วย
	2.	ความสามารถในการทำกำไร เป็นตัวกำหนดกระแสเงินสดของกิจการ ไม่ว่าจะเป็นเงินปันผลหรือกระแสเงินสดอิสระ
	3.	อัตราคิดลด คือ อัตราที่ผู้ลงทุนใช้ในการคิดลดกระแสเงินสดในอนาคต ให้อยู่ในรูปของมูลค่าปัจจุบัน โดยอัตราคิดลดที่สูงจะทำให้มูลค่าแท้จริงของหุ้นลดลง",4956,5438
1345160.txt,สิทธิทางภาษีของ LTF คืออะไร,"ลดหย่อนเงินได้ที่ใช้ในการคำนวณภาษี ได้เท่ากับมูลค่าเงินลงทุนจริง แต่ไม่เกิน 15% ของรายได้ใน
			แต่ละปี และไม่เกิน 500,000 บาท",14824,14948
1345177.txt,การได้มาของตราสารในครั้งแรกของ Warrant (ไทย) ได้มาอย่างไร,"- ให้ผู้ถือหุ้นเดิม (เช่น บริษัท AAA แจก Warrant ให้กับผู้ถือที่หุ้น AAA) โดยอาจแจกฟรีหรือขาย
			- ขายให้ผู้ลงทุนทั่วไป",2363,2481
1345150.txt,การประเมินมูลค่าแบบ Absolute Valuation คืออะไร,เป็นการประเมินมูลค่าจากสินทรัพย์หรือกระแสเงินสดของกิจการ,69,124
1345193.txt,ประเภทของหุ้นส่วนมีอะไรบ้าง,"1.	รับผิดชอบหนี้สินไม่จำกัด
			2.	รับผิดชอบหนี้สินจำกัด โดยรับผิดชอบหนี้สินไม่เกินเงินที่ลงทุนในห้างหุ้นส่วน",551,658
1345136.txt,การซื้อขายในตลาด TBX กำหนดราคาซื้อขายอย่างไร,ใช้ราคารวมดอกเบี้ยค้างรับ (dirty price/gross price) มีทศนิยม 2 ตำแหน่ง,1350,1419
1345136.txt,NR หมายถึงอะไร,บริษัทที่ขึ้น NP รายงานข้อมูลแล้ว,2268,2300
1345136.txt,ธุรกรรมซื้อขายปกติ คืออะไร,การซื้อขายตราสารหนี้ตามปกติ,6801,6827
1345173.txt,ตราสารหนี้ที่มีหลักทรัพย์ค้ำประกัน (Secured Bond) คืออะไร,ตราสารหนี้ที่ผู้ออกนำสินทรัพย์ มาค้ำประกันในการขอกู้ยืม ซึ่งในกรณีเกิดการผิดนัดชำระหนี้หรือผู้ออกตราสารล้มละลาย ผู้ลงทุนจะมีสิทธิในสินทรัพย์ที่นำมาค้ำประกัน,5299,5454
1345183.txt,10.00 – 12.30 น. มีรายละเอียดอย่างไร,Trading Session I (ซื้อ-ขาย ช่วงเช้า) ตลาดเปิดซื้อขายช่วงเช้า,317,377
1345201.txt,ความเสี่ยงจากการผิดนัดชำระหนี้ (Credit risk) คืออะไร,เกิดขึ้นเมื่อกองทุนลงทุนในตราสารหนี้ โดยความเสี่ยงนี้สามารถวัดได้ด้วย Credit Rating Score,399,487
1345140.txt,FITCH Rating (Thailand) ให้ข้อมูลใดบ้าง,ให้ข้อมูลและบทวิเคราะห์ความน่าเชื่อถือของตราสารหนี้และผู้ออกตราสารหนี้ รวมถึงข้อมูลต่างๆ ที่อาจมีผลกระทบต่อความสามารถในการชำระหนี้,2473,2602
1345158.txt,NAV แสดงให้เห็นอะไร,แสดงถึงขนาดของสินทรัพย์สุทธิของกองทุนรวมที่ผู้บริหารกองทุนบริหารจัดการอยู่,2591,2664
1345183.txt,ATO (at the open) คืออะไร,การส่งคำสั่งเสนอซื้อ/ขายที่ราคาเปิดตลาด ซึ่งเปรียบเสมือนการยินดีซื้อที่ราคาเปิดไม่ว่าราคาเปิดจะเป็นเท่าไรก็ตาม (หรือขายที่ราคาเปิดไม่ว่าราคาเปิดจะเป็นเท่าไรก็ตาม) โดยคำสั่งนี้จะใช้ได้ทั้งตอนก่อนเปิดตลาดเช้า และก่อนเปิดตลาดบ่าย,1352,1577
1345193.txt,ลักษณะของบริษัทจำกัดมหาชน คืออะไร,"*	เจ้าของ 15 คนขึ้นไป
		*	แบ่งทุนออกเป็นหุ้น ซึ่งแต่ละหุ้นมีราคาเท่ากัน และต้องชำระหุ้นเต็มมูลค่าตั้งแต่ครั้งแรก
		*	เสนอขายหุ้นกับประชนทั่วไป
		*	ต้องมีกรรมการ ≥ 5 คน และไม่น้อยกว่าครึ่งหนึ่งต้องมีที่อยู่ในไทย
		*	ข้อดีคือ หนี้สินแยกชัดเจนระหว่างกิจการกับตัวบุคคล, สามารถระดมทุนได้จากประชาชนทั่วไป
		*	ข้อเสียคือ กฎระเบียบเยอะ, มี ก.ล.ต. เข้ามากำกับดูแล",1114,1467
1345160.txt,การจ่ายเงินปันผล REITs ต้องจ่ายเท่าใด,≥90% ของกำไรสุทธิ,10370,10386
1345185.txt,XD คืออะไร,ผู้ซื้อหลักทรัพย์จะไม่มีสิทธิได้เงินปันผล,960,1000
1345185.txt,เกณฑ์การหยุดการซื้อขายชั่วคราว มีอะไรบ้าง,"*	การหยุดครั้งที่ 1 เมื่อ SET Index ลดลงถึง 10% โดยหยุดการซื้อขาย 30 นาที 
	*	การหยุดครั้งที่ 2 เมื่อ SET Index ลดลงถึง 20% (ลดลงอีก 10%) โดยหยุดการซื้อขาย1 ชั่วโมง",355,518
1345171.txt,อัตราการจ่ายดอกเบี้ย (Coupon Rate) คืออะไร,อัตราดอกเบี้ยที่ผู้ลงทุนจะได้รับ,301,332
1345156.txt,กลยุทธ์การเข้าซื้อและขาย มีกี่กลยุทธ์,3 กลยุทธ์,3131,3139
1345195.txt,สิทธิ์ของผู้ถือหุ้นบุริมสิทธิ มีอะไรบ้าง,"1)	มีฐานะเป็นเจ้าของกิจการ
		2)	ไม่มีสิทธิ์การออกเสียงในที่ประชุมผู้ถือหุ้น
		3)	ได้รับเงินปันผลในอัตราแน่นอน แต่อาจไม่ได้ทุกงวดหากบริษัทขาดทุน และผู้ถือหุ้นบุริมสิทธิจะได้รับปันผลก่อนผู้ถือหุ้นสามัญ  
		4)	กรณีบริษัทล้มละลายและต้องขายสินทรัพย์เพื่อชำระหนี้ บริษัทจะนำเงินไปจ่ายคืนให้ เจ้าหนี้ (ธนาคารและผู้ถือหุ้นกู้ของบริษัท) ผู้ถือหุ้นบุริสิทธิ และผู้ถือหุ้นสามัญ ตามลำดับ",4357,4731
1345150.txt,รูปแบบของกระแสเงินสด มีรูปแบบใดบ้าง,1. เงินปันผล 2. กระแสเงินสดอิสระของกิจการ 3. กระแสเงินสดอิสระของผู้ถือหุ้น,1930,2003
1345185.txt,H คืออะไร,หยุดการซื้อขายชั่วคราวไม่เกิน 1 รอบการซื้อขายของตลาด,1810,1861
1345160.txt,แบ่งประเภทกองทุนรวมตามลักษณะพิเศษ มีอะไรบ้าง,"1)	กองทุนรวมตลาดเงิน (Money Market)
		2)	กองทุนรวมคุ้มครองเงินต้น (Capital Protection Fund)
		3)	กองทุนรวมแบบมีหลักประกัน (Guarantee Fund)
		4)	กองทุนรวมหมวดอุตสาหกรรม (Sector Fund)
		5)	กองทุนรวมที่ลงทุนในกองทุนรวมอีกต่อหนึ่ง
		6)	กองทุนที่ได้สิทธิประโยชน์ทางภาษี
		7)	กองทุนรวมดัชนี (Index Fund)
		8)	กองทุนรวม ETF (Exchange Trade Fund)
		9)	กองทุนรวมที่กำหนดระยะเวลาลงทุน (Term Fund)
		10)	กองทุนทริกเกอร์ (Trigger Fund)
		11)	กองทุนรวมเพื่อผู้ลงทุนที่มิใช่รายย่อย",775,1241
1345136.txt,H หมายถึงอะไร,หยุดการซื้อขายชั่วคราวไม่เกิน 1 รอบการซื้อขายของตลาด,2314,2365
1345136.txt,วิธีการชำระราคาและส่งมอบหลักทรัพย์แบบ Net Clearing คืออะไร,เป็นการชำระราคาและส่งมอบตราสารหนี้ในอีก 2 วันทำการซื้อขาย (T+2) ซึ่งถือเป็นกรณีทั่วไป,2621,2705
1345177.txt,วัตถุประสงค์การออก DW คืออะไร,เป็นผลิตภัณฑ์ทางการเงิน,1927,1949
1345173.txt,ตราสารหนี้แบบไม่มีใบตราสาร (Scripless) มีลักษณะอย่างไร,ใช้วิธีการบันทึกข้อมูลในคอมฯ เมื่อมีการซื้อขายจึงไม่จำเป็นต้องมีการสลักหลังและการส่งมอบใบตราสารหนี้,3057,3155
1345160.txt,กองทุนทริกเกอร์ (Trigger Fund) คืออะไร,กองทุนรวมที่กำหนด ระยะเวลาลงทุนและเป้าหมายผลตอบแทนของการลงทุนไว้ชัดเจน เช่น เป้าหมายผลตอบแทน 10% ใน 1 ปี,24149,24252
1345188.txt,บทลงโทษตามความผิดของข้อบังคับของตลาดหลักทรัพย์ มีอะไรบ้าง,"*	ตลาดหลักทรัพย์ฯ จะลงโทษบริษัทสมาชิก และเจ้าหน้าที่ที่ส่งคำสั่งซื้อขายเท่านั้น ไม่สามารถลงโทษผู้ลงทุนได้
		*	คณะกรรมการที่ตลาดหลักทรัพย์แต่งตั้งขึ้นเป็นผู้พิจารณาบทลงโทษ
		*	บทลงโทษจะมีตั้งแต่ ภาคทัณฑ์, ปรับเงิน, พักการปฏิบัติงาน เป็นต้น",3976,4213
1345188.txt,การกำกับดูแลการซื้อขายที่ดีส่งผลต่อผู้ลงทุนอย่างไร,"*	ทำให้ผู้ลงทุนนำเงินมาลงทุนในตลาดหลักทรัพย์มากขึ้น
		*	ผู้ลงทุนมีโอกาสได้รับผลตอบแทนจากการลงทุน",4747,4842
1345160.txt,แบ่งประเภทกองทุรรวมตามลักษณะการขายคืนหน่วยลงทุน มีอะไรบ้าง,"1)	กองทุนเปิด
		2)	กองทุนปิด",232,259
1345138.txt,ใครคือผู้ออกพันธบัตรธนาคารแห่งประเทศไทย,ธนาคารแห่งประเทศไทย,2099,2117
1345173.txt,ตราสารหนี้จากการแปลงสินทรัพย์เป็นหลักทรัพย์ (Securitization) คืออะไร,การนำสินทรัพย์ที่สามารถสร้างกระแสเงินสดในอนาคต (เช่น ลูกหนี้) มาแปลงเป็นหลักทรัพย์และจำหน่ายให้กับผู้ลงทุน และการที่ตราสารหนี้นี้มีสินทรัพย์มารองรับ (Asset-back Securities: ABS) ทำให้ผู้ลงทุนเปรียบเสมือนเป็นเจ้าของสินทรัพย์นั้น จึงได้รับผลตอบแทนจากกระแสเงินสดของสินทรัพย์ดังกล่าว,9602,9880
1345171.txt,ชื่อผู้ออก (Issuer) คืออะไร,ชื่อของผู้ออกตราสารหนี้ ซึ่งคือผู้ขอกู้นั่นเอง,670,715
1345171.txt,SB คืออะไร,Saving Bond พันธบัตรออมทรัพย์,1414,1442
1345201.txt,ระดับดังนี้ความเสี่ยงจากการกระจุกตัว มีระดับใดบ้าง,"*	ระดับสินทรัพย์ การลงทุนในสินทรัพย์เดียวจะมีความกระจุกตัวมากกว่าหลายสินทรัพย์
		*	ระดับกลุ่มอุตสาหกรรม การลงทุนในอุตสาหกรรมเดียวจะมีความกระจุกตัวมากกว่าหลายอุตสาหกรรม
		*	ระดับหลักทรัพย์ การลงทุนในหลักทรัพย์เดียว (เช่น ลงทุนในหุ้นตัวเดียว) จะมีความกระจุกตัวมากกว่าหลายหลักทรัพย์
		โดยกองทุนที่มีความเสี่ยงของการกระจุกตัวสูง มักจะทำให้มี Market risk สูงไปด้วย",582,940
1345177.txt,ประเภทของสิทธิของ Warrant (ไทย) คืออะไร,Call,1169,1172
1345156.txt,การทำ Portfolio Rebalancing มีกี่รูปแบบ ,2 รูปแบบ,2437,2444
1345148.txt,ผู้ลงทุนสามารถตัดสินใจขายเมื่อใด,เมื่อราคาตลาด (Market Price) > มูลค่าที่แท้จริง (Intrinsic Value),438,502
1345193.txt,ลักษณะของห้างหุ้นส่วนจำกัด คืออะไร,"*	เจ้าของ 2 คนขึ้นไป
		*	หุ้นส่วนมี 2 ประเภท คือ
			1.	รับผิดชอบหนี้สินไม่จำกัด
			2.	รับผิดชอบหนี้สินจำกัด โดยรับผิดชอบหนี้สินไม่เกินเงินที่ลงทุนในห้างหุ้นส่วน
		*	ต้องจดทะเบียนเป็นนิติบุคคล",499,689
1345160.txt,RMF มีนโยบายการลงทุน อย่างไร,เป็นกองทุนที่ลงทุนในสินทรัพย์ใดก็ได้,16030,16065
1345140.txt,สมาคมตลาดตราสารหนี้ไทย ให้ข้อมูลอะไรบ้าง,"*	ข้อมูลตลาดตราสารหนี้ทั้งตลาดแรกและตลาดรอง
	*	ข้อมูลการซื้อขายของตลาด OTC
	*	ข้อมูลเกี่ยวกับผู้ออกตราสารหนี้",2143,2251
1345160.txt,Lease hold คืออะไร,การที่กองทุนเช่าอสังหาฯ ระยะยาว เช่น 20 ปี แล้วนำมาปล่อยเช่าอีกต่อหนึ่ง เมื่อครบกำหนดสัญญาเช่า (กรณีกองทุนกำหนดอายุโครงการ อายุของโครงการมักหมดพร้อมสัญญาเช่า) กองทุนจะต้องคืนอสังหาฯ ให้เจ้าของ,8397,8588
1345173.txt,ราคาหุ้นสามัญเพิ่มขึ้น ส่งผลอย่างไรกับราคาหุ้นกู้แปลงสภาพ,หุ้นกู้แปลงสภาพจะเพิ่มขึ้นตามเพราะจะได้กำไรมากขึ้นเมื่อแปลงสภาพเป็นหุ้นสามัญ,7271,7346
1345197.txt,ความเสี่ยงทางการเงิน (Financial Risk) คืออะไร,ความเสี่ยงจากโครงสร้างการเงินของบริษัท (โครงสร้างทางการเงินของบริษัท หมายถึงแหล่งที่มาของเงินทุนในการทำธุรกิจ ซึ่งโดยทั่วไปจะมาจาก 2 แหล่งคือ 1. เงินทุนเจ้าของและกำไรสะสม 2. การกู้ยืม) กล่าวคือ การที่บริษัทมีหนี้สินมากก็จะมีความเสี่ยงทางการเงินมาก,478,724
1345185.txt,เกณฑ์การขึ้นเครื่องหมาย H มีอะไรบ้าง,"*	บริษัทมีข้อมูลสำคัญที่ยังไม่รายงานตลาดหลักทรัพย ซึ่งข้อมูลดังกล่าวอาจมีผลกระทบกับผู้ถือหุ้นรวมทั้งการตัดสินใจลงทุน
			*	หลักทรัพย์มีภาวการณ์ซื้อขายที่น่าสงสัยว่ามีผู้ลงทุนบางกลุ่มทราบข้อมูลสำคัญ
			*	บริษัทร้องขอให้ตลาดหยุดการซื้อขายชั่วคราว เพื่อรอให้บริษัทเปิดเผยข้อมูลสำคัญ
			*	เหตุอื่นๆ ที่อาจมีผลกระทบรุนแรงต่อหลักทรัพย์",2373,2700
1345177.txt,Warrant (ไทย) มี Credit Risk หรือไม่,ไม่มี (เนื่องจากหุ้นที่ให้ บริษัทสามารถออกหุ้นเพิ่มเองได้),1776,1833
1345187.txt,ประเภทของบัญชีซื้อขาย มีกี่ประเภท,2 ประเภท,1512,1519
1345136.txt,ตลาดซื้อคืนตราสารหนี้ คืออะไร,ตลาดรองสำหรับการทำธุรกรรมซื้อคืน,7957,7988
1345136.txt,ตลาดตราสารหนี้ในไทย แบ่งออกเป็นอะไรบ้าง,ตลาดแรกและตลาดรอง,74,90
1345191.txt,งบการเงินที่สำคัญมีอะไรบ้าง,"1)	งบกำไรขาดทุน
		2)	งบแสดงฐานะทางการเงิน (งบดุล)
		3)	งบกระแสเงินสด",1355,1422
1345191.txt,Web-based application แยกย่อยได้กี่ประเภท,3 ประเภท,719,726
1345177.txt,DW ส่งมอบ Physical อย่างไร,ใช้หุ้นเดิมในตลาด,1548,1564
1345160.txt,REITs ต้องลงทุนในอสังหาฯ ที่มีมูลค่าเท่าใด,≥500 ล้านบาท,9428,9439
1345158.txt,บริหารแบบเชิงรับ มีเป้าหมายการลงทุนอย่างไร,สร้างผลตอบแทนใกล้เคียงตลาด,6288,6313
1345136.txt,การซื้อขายแบบ OTC สามารถแบ่งตามเกณฑ์คู่ค้าได้กี่ประเภท,2 ประเภท,5221,5228
1345138.txt,ผู้แทนผู้ถือหุ้นกู้ ทำหน้าที่อะไร,ทำหน้าที่ดูแลผลประโยชน์ให้ผู้ถือหุ้นกู้,3535,3573
1345173.txt,ตราสารหนี้มีการค้ำประกัน (Guaranteed Bond) คืออะไร,ตราสารหนี้ที่มีการค้ำประกันโดยบุคคลที่สาม ซึ่งผู้ค้ำประกันจะเป็นผู้ชำระหนี้ทั้งดอกเบี้ยและเงินต้นแทนให้ กรณีที่มีการผิดนัดชำระหนี้,5567,5696
1345177.txt,การประเมินมูลค่าของ Warrant (ไทย) มีอะไรบ้าง,เหมือน Call DW,2640,2653
1345197.txt,ความเสี่ยงจากปัจจัยมหภาค (Macro Factor) คืออะไร,"ความเสี่ยงที่เกิดจากปัจจัยภายนอกของธุรกิจ เช่น ความมั่นคงทางการเมืองและนโยบายทางการเมือง, อัตราเงินเฟ้อ, อัตราดอกเบี้ย",774,891
1345138.txt,ผู้ลงทุนรายย่อย คืออะไร,บุคคลธรรมดา หรือ นิติบุคคลที่มีเงินลงทุนในหลักทรัพย์ต่ำกว่าเกณฑ์,137,200
1345136.txt,เกณฑ์การรับจดทะเบียนตราสารหนี้ในตลาด TBX มีอะไรบ้าง,"*	มูลค่าเสนอขายตราสารหนี้ ≥100 ล้านบาท
			*	ได้รับอนุญาตจากหน่วยงานกำกับดูแลให้สามารถออกตราสารหนี้ได้",3712,3812
1345173.txt,ตราสารหนี้ระยะสั้น คืออะไร,ตราสารหนี้ที่อายุ ≤1 ปี,1557,1579
1345187.txt,ข้อความที่ต้องเน้นให้เด่นชัดในสัญญาที่บริษัทหลักทรัพย์ทำกับลูกค้า มีอะไรบ้าง,"1)	ความเสี่ยงของการลงทุนที่อาจทำให้ลูกค้าขาดทุน
		2)	สิ่งที่ บล. อาจบังคับลูกค้า เช่น
			*	ให้วางหรือเพิ่มหลักประกัน (มักเกิดในกรณีที่ผู้ลงทุนในสัญญาซื้อขายล่วงหน้า : Futures)
			*	การบังคับขาย (Forced Sale) และการบังคับซื้อคืนหลักทรัพย์
			*	การระงับเงินที่ลูกค้ามีสิทธิได้รับจากหลักทรัพย์ เพื่อนำมาชำระหนี้ของลูกค้า
			*	บล. สามารถเลิกสัญญาได้ แต่ต้องรับผิดชอบลูกค้าจากความผิดพลาดของ บล. หรือ พนักงานของ บล.
		3)	การซื้อหลักทรัพย์ให้ลูกค้า ต้องเป็นตามลำดับก่อนหลัง และเงื่อนไขการซื้อขาย",940,1427
1345177.txt,การส่งมอบ DW คือวิธีใด,"Physical, Cash Settlement (ไทย)",1463,1493
1345136.txt,XP หมายถึงอะไร,ผู้ซื้อหลักทรัพย์จะไม่มีสิทธิได้รับเงินต้นของงวดนั้น,2124,2175
1345138.txt,การรับประกันการจัดจำหน่าย คืออะไร,ผู้จัดจำหน่ายการันตีว่า จะจัดจำหน่ายตราสารหนี้ได้ทั้งหมดในราคา IPO หากไม่สามารถทำได้ผู้จัดจำหน่ายจะรับซื้อหลักทรัพย์ส่วนที่เหลือในราคา IPO,2886,3023
1345144.txt,อัตราผลตอบแทนถึงวันไถ่ถอนก่อนกำหนดจากผู้ลงทุน คืออะไร,อัตราผลตอบแทนที่ผู้ลงทุนจะได้รับหากซื้อตราสารหนี้และถือจนถึงวันที่ผู้ลงทุนใช้สิทธิขายตราสารหนี้คืนให้ผู้ออกตราสาร,2930,3042
1345160.txt,การแบ่งกลุ่มผู้ลงทุนที่มิใช่รายย่อย (Accredited Investor: AI) มีอะไรบ้าง,"-	ผู้ลงทุนสถาบัน ตามนิยามของ ก.ล.ต.
			-	ผู้ลงทุนรายใหญ่ (High Net Worth)",25664,25736
1345146.txt,กรณีที่ต่างประเทศเข้ามาลงทุนในตราสารหนี้ไทยเพิ่มขึ้น จะส่งผลอย่างไร,ส่งผลให้อัตราผลตอบแทนจากตราสารหนี้ลดลง,1390,1427
1345188.txt,การติดตามและตรวจสอบการซื้อขายมีกี่ลักษณะ,2 ลักษณะ,1605,1612
1345144.txt,Par Bond คืออะไร,Current Yield = Coupon Rate ราคาตราสารหนี้เท่ากับราคาหน้าตั๋ว,1089,1149
1345158.txt,กองทุนรวม คืออะไร,เครื่องมือการลงทุนทางอ้อมของผู้ลงทุน ที่มีหน้าที่นำเงินลงทุนจากผู้ลงทุนหลายๆ คน ไปลงทุนในสินทรัพย์ประเภทต่างๆ ตามที่กำหนดในนโยบายการลงทุน,98,234
1345195.txt,Mid-cap Stock คืออะไร,"หุ้นที่มีมูลค่าตลาด 2,000 – 10,000 ล้านดอลลาร์",3764,3809
1345160.txt,เงื่อนไขในการลงทุน ของ LTF คืออะไร,"สำหรับผู้ที่ลงทุนก่อนปี 2559 ต้องถือครองกองทุน ≥5 ปีปฏิทิน
			สำหรับผู้ที่ลงทุนตั้งแต่ปี 2559 ต้องถือครองกองทุน ≥7 ปีปฏิทิน
			ไม่ต้องลงทุนทุกปี (ลดหย่อนภาษีได้เฉพาะปีที่ลงทุน)
			ไม่มีกำหนดมูลค่าเงินขั้นต่ำในการลงทุน
			ไม่สามารถนำหน่วยลงทุนไปโอน จำนำ หรือค้ำประกัน",15162,15427
1345177.txt,DW ต้องมีผู้ดูแลสภาพคล่องหรือไม่,ต้องมี ≥ 1 ราย,1859,1872
1345173.txt,ตราสารหนี้ที่ผู้ออกมีสิทธิไถ่ถอนคืนก่อนครบกำหนด (Callable Bond) คืออะไร,ตราสารหนี้ที่ให้สิทธิกับผู้ออกตราสารในการไถ่ถอนตราสารหนี้คืนก่อนครบกำหนดสัญญา ซึ่งโดยทั่วไปราคาไถ่ถอนก่อนกำหนด (Call Price) นี้จะสูงกว่ามูลค่าหน้าตั๋ว (Par Value) เพื่อไม่ได้ผู้ลงทุนเสียประโยชน์ โดยผู้ออกตราสารมักใช้สิทธิในการไถ่ถอนคืนก่อนกำหนดเมื่ออัตราดอกเบี้ยในตลาดปรับตัวลดลง (เพื่อ Refinance => โดยไถ่ถอนคืนตราสารหนี้ตัวเก่า และไปออกตราสารหนี้ตัวใหม่ที่จ่ายดอกเบี้ยต่ำลง) และเนื่องจาก Callable Bond ให้สิทธิกับผู้ออกตราสาร ดังนั้นจึงมีดอกเบี้ยสูงกว่าหุ้นกู้ที่ไม่มีสิทธิแฝง,5948,6425
1345173.txt,ตราสารหนี้แบบมีใบตราสาร (Scrip) มีลักษณะอย่างไร,เมื่อมีการซื้อขายต้องนำใบตราสารหนี้ไปสลักหลังเพื่อโอนกรรมสิทธิความเป็นเจ้าของ แล้วส่งมอบใบตราสารหนี้,2911,3010
1345160.txt,ซื้อขายกองทุนเปิดเมื่อ IPO ผ่านช่องทางใด,ผ่าน บลจ. / ตัวแทนขาย,1450,1470
1345169.txt,ตราสารหนี้ คืออะไร,เปรียบเสมือนสัญญาการกู้ยืม โดยผู้ลงทุนในตราสารหนี้คือผู้ให้กู้ มีสถานะเป็นเจ้าหนี้ ได้รับผลตอบแทนเป็นดอกเบี้ยและได้รับเงินต้นคืนเมื่อครบกำหนดการกู้ยืม ส่วนผู้ออกตราสารเป็นผู้กู้ มีสถานะเป็นลูกหนี้ ทั้งนี้ผู้ออกตราสารอาจเป็นได้ทั้งรัฐบาลและบริษัทเอกชน,113,362
1345140.txt,สำนักงานพัฒนาเศรษฐกิจและสังคมแห่งชาติ (สภาพัฒน์) ให้ข้อมูลอะไรบ้าง,*	ให้ข้อมูลแผนพัฒนาและสถิติด้านเศรษฐกิจและสังคม,1527,1573
